Location,Total salary,Average salary,occupation_name
"Phoenix City (East) PUMA, AZ",3881989693.0,44286.85958056458,Pharmacy aides
"Virginia Beach City (South) PUMA, VA",3877220447.0,45642.70283876918,"Firstline supervisors of farming, fishing, & forestry workers"
"Kansas City (Central) PUMA, MO",3874391168.0,45281.456665375306,Cooks
"Murrieta & Wildomar Cities PUMA, CA",3873264775.0,43303.05662188462,Diagnostic medical sonographers
"Edmonds, Lynnwood & Mountlake Terrace Cities PUMA, WA",3871422603.0,45568.788716070485,Firstline supervisors of food preparation & serving workers
"Dutchess County (North & East) PUMA, NY",3870560827.0,45429.50636632723,Chiropractors
"St. Charles County (Northeast) PUMA, MO",3870384793.0,43455.04190085206,Cleaners of vehicles & equipment
"Wood, Portage, Juneau & Adams Counties PUMA, WI",3867122691.0,42195.28694235896,"Environmental scientists and specialists, including health"
"LA City (South/San Pedro) PUMA, CA",3866950135.0,42625.91404219697,"Carpet, floor, & tile installers & finishers"
"Jackson Heights & North Corona PUMA, NY",3864699530.0,41188.23167182334,Preschool & kindergarten teachers
"Aiken & North Augusta Cities PUMA, SC",3864150173.0,42651.609942305426,Industrial production managers
"Puyallup City & South Hill PUMA, WA",3864043433.0,43515.074920267456,"Production, planning, & expediting clerks"
"Louisville/Jefferson County (North Central) PUMA, KY",3859609682.0,46645.72032810395,Nursing assistants
"Titusville, Rockledge & Cocoa Cities PUMA, FL",3857484621.0,44192.55325270945,Police officers
"Harrisburg City & Colonial Park PUMA, PA",3855397847.0,44764.92399596787,Retail salespersons
"Rankin & Simpson Counties PUMA, MS",3854284719.0,45568.57747026045,Highway maintenance workers
"Burbank City PUMA, CA",3853724984.0,43955.87393074841,Public relations and fundraising managers
"San Diego City (Central/Mira Mesa & University Heights) PUMA, CA",3850743622.0,45821.51359994861,"Social workers, all other"
"Orem, Pleasant Grove, American Fork & Lindon Cities PUMA, UT",3849281981.0,44631.38857347978,Training & development specialists
"Greer City (East) PUMA, SC",3849151273.0,42495.841215789915,Security guards & gaming surveillance officers
"Monroe City & Beckett Ridge PUMA, OH",3848753133.0,47684.43866777735,Web developers
"Worcester City PUMA, MA",3847799773.0,43095.54655117569,Chemical technicians
"Wellington Village & Agricultural Reserve PUMA, FL",3842911323.0,46182.484986790696,Computer numerically controlled tool operators and programmers
"Bismarck City PUMA, ND",3841899194.0,45610.49927882448,"Weighers, measurers, checkers, & samplers, recordkeeping"
"Pflugerville, Manor Cities & Wells Branch PUMA, TX",3836083800.0,43906.9183406786,Emergency medical technicians
"Coastal Region PUMA, CA",3834345981.0,43911.55082153035,Advertising sales agents
"York County (South) PUMA, PA",3833271327.0,43894.64375795126,Elementary & middle school teachers
"Warren & Franklin TownshipsIndianapolis City (East & Southeast) PUMA, IN",3830332564.0,43534.263618476136,Highway maintenance workers
"Pickaway, Union & Madison Counties PUMA, OH",3827514855.0,43326.13272392567,Security guards & gaming surveillance officers
"Brookhaven Town (South) PUMA, NY",3823722743.0,43304.90584040359,"Chemical processing machine setters, operators, & tenders"
"Hillsborough County (Western) PUMA, NH",3820440488.0,46850.480413367324,Automotive service technicians & mechanics
"Summerville Town & Ladson PUMA, SC",3820283656.0,42319.28250721152,"Miscellaneous life, physical, & social science technicians, including social science research assistants"
"Seminole County (East) PUMA, FL",3819899189.0,45902.05580672806,Retail salespersons
"Portage Park, Dunning & Jefferson Park PUMA, IL",3819090725.0,43305.679954121726,Real estate brokers & sales agents
"Bethel Park Municipality & Jefferson Hills Borough PUMA, PA",3815484148.0,49577.509449254256,Firstline supervisors of office & administrative support workers
"Brookhaven Town (North) PUMA, NY",3809658124.0,47389.42599895677,Miscellaneous plant & system operators
"Mansfield (North) & Arlington (Southwest) Cities PUMA, TX",3809126427.0,46748.84813377621,"Sales representatives, wholesale & manufacturing"
"Council Bluffs City PUMA, IA",3808711984.0,41975.34389171234,Telecommunications line installers & repairers
"St. Tammany Parish (Northwest) PUMA, LA",3807270858.0,45958.349122349595,Management analysts
"Ahwatukee & South Mountain PUMA, AZ",3801140759.0,46229.69403264595,Financial managers
"Robertson, Dickson, Cheatham & Hickman Counties PUMA, TN",3798458823.0,43246.70107210115,"Inspectors, testers, sorters, samplers, & weighers"
"Hempstead Town (Southwest) & Long Beach City PUMA, NY",3795820535.0,47199.27291093389,Couriers & messengers
"Chisago, Isanti, Pine, Mille Lacs & Kanabec Counties PUMA, MN",3795696324.0,41102.19498694007,Bailiffs
"Lansdale Borough PUMA, PA",3793232672.0,44890.57379088015,Industrial truck & tractor operators
"Buckhall & Sudley PUMA, VA",3791150765.0,45366.12302222561,Cleaners of vehicles & equipment
"Phoenix City (Northeast) PUMA, AZ",3786981942.0,46291.0485791539,"Healthcare support workers, all other, including medical equipment preparers"
"Forest Grove, Cornelius Cities, Bethany & Oak Hills PUMA, OR",3785916325.0,47417.35410357195,Telecommunications line installers & repairers
"Harrison CountyGulfport & Biloxi Cities PUMA, MS",3785731639.0,43893.41677632746,Insurance sales agents
"Greenwood City PUMA, IN",3784738202.0,43733.76304872091,Police officers
"Elk Grove & Wheeling (Southwest) Townships PUMA, IL",3782185089.0,46353.68501616444,Other entertainment attendants and related workers
"Clermont County (West) PUMA, OH",3781900366.0,44788.95625172363,"Hairdressers, hairstylists, & cosmetologists"
"Littleton, Englewood Cities & Columbine PUMA, CO",3779176944.0,45033.50458023477,Other designers
"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities PUMA, VA",3778578509.0,43917.3700027765,"Industrial engineers, including health & safety"
"Burnsville & Apple Valley Cities PUMA, MN",3775816846.0,47306.064734833235,Construction managers
"Hawthorne Borough & Clifton City (Northwest) PUMA, NJ",3775731718.0,44039.31396761825,"Doortodoor sales workers, news & street vendors, & related workers"
"Allegheny County (West) PUMA, PA",3775348525.0,45552.57994676703,Financial analysts
"Rock Hill City & Fort Mill Town PUMA, SC",3767957084.0,45140.50254722672,Computer numerically controlled tool operators and programmers
"New Brunswick City, South River & Highland Park Boroughs PUMA, NJ",3767371320.0,43938.94350439056,Dining room and cafeteria attendants and bartender helpers
"East Baton Rouge Parish (South) PUMA, LA",3767193070.0,46959.315719576196,"Other therapists, including exercise physiologists"
"Monroeville Municipality, Plum & Wilkinsburg Boroughs PUMA, PA",3759215778.0,44734.96115276747,Chemical technicians
"Madison City (Central) PUMA, WI",3758997304.0,46494.55473535982,Other entertainment attendants and related workers
"Thornton & Federal Heights Cities PUMA, CO",3757577651.0,42939.017765994075,Orderlies and psychiatric aides
"Corona (Northwest) & Norco Cities PUMA, CA",3757398550.0,42092.53446627724,Heavy vehicle & mobile equipment service technicians & mechanics
"Burien, SeaTac, Tukwila Cities & White Center PUMA, WA",3751350269.0,43362.02211570995,Facilities managers
"Gwinnett County (North)Sugar Hill City PUMA, GA",3750640572.0,46995.866891926125,"Food servers, nonrestaurant"
"Bloomington & Richfield Cities PUMA, MN",3746605863.0,45065.88290769407,Word processors & typists
"Randall CountyAmarillo City (South) PUMA, TX",3744344377.0,46486.30313189394,Electricians
"Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA, NY",3742122350.0,45052.28262744555,Logisticians
"Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns PUMA, MA",3741332393.0,44114.98052700906,Physicians
"Bensonhurst & Bath Beach PUMA, NY",3737163946.0,42043.50019905286,"Securities, commodities, & financial services sales agents"
"Lebanon & Mount Juliet Cities PUMA, TN",3735729702.0,44088.493207784,"Wholesale & retail buyers, except farm products"
"Livonia City & Redford Charter Township PUMA, MI",3734313319.0,44539.80144138913,Audiologists
"Jacksonville City (Southwest) PUMA, FL",3733720019.0,44406.26569265034,Other designers
"Plainfield & Lockport Townships PUMA, IL",3733509367.0,44083.93689956517,Maids & housekeeping cleaners
"St. Cloud City PUMA, MN",3732774774.0,43217.00192378883,Administrative services managers
"Newport News City PUMA, VA",3732548704.0,43944.08591428454,Advertising sales agents
"Jefferson Parish (Central) PUMA, LA",3730730926.0,45787.97017714765,Veterinarians
"Mesa City (East) PUMA, AZ",3730223390.0,45194.51690968791,Machinists
"Chicopee City PUMA, MA",3729561760.0,44790.03215522958,Firstline supervisors of police & detectives
"Boone County PUMA, KY",3728528986.0,46361.536682936996,"Plumbers, pipefitters, and steamfitters"
"New Springville & South Beach PUMA, NY",3727724000.0,44421.83662633455,Childcare workers
"Ontario City PUMA, CA",3727403819.0,41029.28474807067,"Farmers, ranchers, & other agricultural managers"
"Santa Cruz City PUMA, CA",3726303976.0,43475.658211626935,Occupational therapy assistants & aides
"Berea, Brook Park, Lakewood & Rocky River Cities PUMA, OH",3725999547.0,44882.65956600611,"Sales representatives of services, except advertising, insurance, financial services, and travel"
"Escambia County (South) PUMA, FL",3725979548.0,44338.679914935725,Billing & posting clerks
"Stockton City (North) PUMA, CA",3723999790.0,42537.15532051773,Civil engineers
"Hempstead Town (North Central)Meadowbrook Corridor PUMA, NY",3722856216.0,41372.80206389656,File clerks
"Westminster, Stanton & Garden Grove (West) Cities PUMA, CA",3721871155.0,44034.233840354944,Entertainment and recreation managers
"Shoreview, White Bear Lake & New Brighton Cities PUMA, MN",3717991576.0,46475.258518103634,Other information and records clerks
"Minneapolis (North) & St. Anthony Cities PUMA, MN",3715564156.0,43355.146798927,Food service managers
"Charleston City PUMA, WV",3714702384.0,45654.94749666253,"Other therapists, including exercise physiologists"
"Baldwin & Whitehall Boroughs PUMA, PA",3711789113.0,44363.70926413646,Medical assistants
"Rockford City PUMA, IL",3708348663.0,44194.216913698845,Helpersproduction workers
"Coweta County PUMA, GA",3705469618.0,44146.14533902818,"Maintenance & repair workers, general"
"Loveland City PUMA, CO",3701116477.0,45141.484639070026,Firstline supervisors of police & detectives
"Austin City (Northeast) PUMA, TX",3700890093.0,44708.9028059998,Physicians
"LA City (North Central/Van Nuys & North Sherman Oaks) PUMA, CA",3700368777.0,42640.241358370455,Data entry keyers
"Murfreesboro City PUMA, TN",3697780564.0,43997.565405514324,Nurse practitioners & nurse midwives
"Greater Boynton Beach City (North) PUMA, FL",3693040563.0,44384.278524080495,Writers & authors
"Petaluma, Rohnert Park & Cotati Cities PUMA, CA",3692627424.0,43284.465260742036,Radiologic technologists and technicians
"Prichard City, Tillmans Corner & Saraland City PUMA, AL",3690335621.0,44568.892602530366,Other financial clerks
"Youngstown City, Boardman & Austintown PUMA, OH",3688834795.0,43131.48602228022,Other teachers and instructors
"Sacramento City (Central/Downtown & Midtown) PUMA, CA",3688667800.0,47326.36052905893,Human resources managers
"Simpsonville, Laurens & Clinton Cities PUMA, SC",3688342481.0,42911.746583739914,"Production, planning, & expediting clerks"
"Jackson County (South Central) PUMA, MO",3684530471.0,47011.68721573563,"Lawyers, & judges, magistrates, & other judicial workers"
"New London County (South) PUMA, CT",3683516227.0,45534.96948570434,Nonfarm animal caretakers
"Blaine, Lino Lakes & Ham Lake Cities PUMA, MN",3683024211.0,44631.70000739403,Executive secretaries and executive administrative assistants
"Erie County (Outer) PUMA, PA",3682989637.0,45339.63282517516,Real estate brokers & sales agents
"Rural Nevada PUMA, NV",3682941093.0,42400.903739866146,"Military, rank not specified"
"Livingston & St. Helena Parishes PUMA, LA",3682231916.0,44544.58768751319,Musicians and singers
"Greensburg City PUMA, PA",3680558041.0,43308.203002428774,Firefighters
"Winter Garden, Ocoee Cities & Oakland Town PUMA, FL",3680082480.0,41668.064303852734,Architectural and civil drafters
"Martin County PUMA, FL",3679414135.0,45905.00520357657,Couriers & messengers
"Parker County PUMA, TX",3674279127.0,45626.0687536611,"Title examiners, abstractors, and searchers"
"Castaic PUMA, CA",3671536559.0,43960.688362949964,Paralegals & legal assistants
"Napa City PUMA, CA",3668364407.0,43253.144654307536,Other healthcare practitioners & technical Occupations
"Ascension Parish PUMA, LA",3668247266.0,43170.24401321426,Artists & related workers
"Orange County (Southeast) PUMA, NY",3666429385.0,44881.18453650439,"Purchasing agents, except wholesale, retail, & farm products"
"Schenectady City PUMA, NY",3664695820.0,44155.54998246663,Janitors & building cleaners
"Germantown & Montgomery Village PUMA, MD",3663900961.0,45251.59401251951,Network and computer systems administrators
"Calhoun & Barry Counties PUMA, MI",3662679087.0,42200.77472929691,Human resources workers
"Providence County (West & Central)Woonsocket City PUMA, RI",3662388196.0,42674.17898161203,File clerks
"Sacramento City (Northwest/Natomas) PUMA, CA",3661098616.0,44790.603371273755,"Farmers, ranchers, & other agricultural managers"
"Bell County (North, East & South)Temple & Belton Cities PUMA, TX",3660485088.0,43405.58845344371,Childcare workers
"Worcester County (West Central) PUMA, MA",3659073891.0,44005.69617918744,Healthcare social workers
"Wilmington City PUMA, NC",3657686442.0,45897.5970518959,Software developers
"Comal County PUMA, TX",3656451960.0,45198.83646109111,Electricians
"Gresham & Troutdale Cities PUMA, OR",3654908013.0,41612.768163277244,Firstline supervisors of food preparation & serving workers
"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA, IA",3653872288.0,43199.4978652772,Bus & truck mechanics & diesel engine specialists
"Putnam County PUMA, NY",3652973564.0,44754.19465579475,"Dispatchers, except police, fire, and ambulance"
"Greater North Las Vegas City PUMA, NV",3652166563.0,39961.08415712541,Pharmacy technicians
"Platte County PUMA, MO",3651764154.0,46000.32107291964,Supervisors of personal care and service workers
"Fort Worth (Southwest) & Benbrook Cities PUMA, TX",3646066294.0,44300.99188242792,Stationary engineers & boiler operators
"Woodbury City PUMA, NJ",3643537087.0,44660.431653686544,Economists
"Ottawa County (East) PUMA, MI",3642648042.0,45523.13053270534,Network and computer systems administrators
"Saginaw County PUMA, MI",3637771237.0,42517.31225397485,Food service managers
"Monroe County PUMA, MI",3637429033.0,43758.696995477156,"Other engineering technologists and technicians, except drafters"
"Hackensack & Englewood (West) Cities PUMA, NJ",3634008935.0,44625.395582871606,Firstline supervisors of housekeeping & janitorial workers
"Anchorage Municipality (North) PUMA, AK",3632291509.0,43540.978003428376,Environmental engineers
